timestamp,sender,recipient,subject,attachment_name,attachment_type,auth_status,source_ip
2025-08-01 22:48:00,jacob38@goog1e-secure.net,sharon86@company.com,Invoice attached,sea.pdf,pdf,pass,1.143.216.3
2025-08-01 22:51:00,david70@micr0soft-support.net,hesszachary@company.com,Password reset request,,,fail,59.219.97.29
2025-08-01 22:54:00,vazquezwilliam@outlook.com,kwest@company.com,Invoice attached,,,pass,86.59.167.25
2025-08-01 22:57:00,xowen@goog1e-secure.net,hollowaysharon@company.com,Invoice attached,on.pdf,pdf,pass,178.176.203.217
2025-08-01 23:00:00,adamleonard@microsoft.com,jeffrey07@company.com,Important payroll document,imagine.exe,exe,pass,129.107.114.38
2025-08-01 23:03:00,johnsoncourtney@yahoo.com,ericedwards@company.com,Team meeting update,call.exe,exe,pass,216.25.209.102
2025-08-01 23:06:00,mcgeenicole@microsoft.com,pford@company.com,Important payroll document,use.pdf,pdf,pass,43.205.103.240
2025-08-01 23:09:00,dchen@google.com,johnsonaustin@company.com,Important payroll document,run.zip,zip,pass,151.128.101.255
2025-08-01 23:12:00,jessehale@goog1e-secure.net,nancy38@company.com,Urgent: Verify your account,question.pdf,pdf,pass,161.26.92.58
2025-08-01 23:15:00,christopher11@paypal.com,ricefrank@company.com,Invoice attached,,,pass,176.213.125.187
2025-08-01 23:18:00,sbrooks@micr0soft-support.net,amanda09@company.com,Invoice attached,,,pass,24.206.207.49
2025-08-01 23:21:00,tarapena@microsoft.com,arnoldlouis@company.com,Password reset request,,,pass,145.11.5.26
2025-08-01 23:24:00,lhinton@yahoo.com,wmoreno@company.com,Important payroll document,ground.pdf,pdf,pass,106.121.179.12
2025-08-01 23:27:00,mooremadison@paypal.com,smallkimberly@company.com,Invoice attached,,,pass,200.221.149.199
2025-08-01 23:30:00,rodriguezkatherine@yahoo.com,robertsjuan@company.com,Password reset request,recognize.pdf,pdf,pass,162.204.211.186
2025-08-01 23:33:00,oliviajackson@goog1e-secure.net,christiancampbell@company.com,Password reset request,,,pass,23.116.184.133
2025-08-01 23:36:00,martha04@micr0soft-support.net,wanda48@company.com,Invoice attached,player.xlsm,xlsm,pass,206.137.239.228
2025-08-01 23:39:00,grogers@paypa1.com,sophiachapman@company.com,Team meeting update,,,pass,68.128.54.101
2025-08-01 23:42:00,kevinwade@goog1e-secure.net,hmartinez@company.com,Important payroll document,among.xlsm,xlsm,pass,150.60.208.84
2025-08-01 23:45:00,qpowell@microsoft.com,baileymichael@company.com,Invoice attached,,,pass,63.170.178.77
2025-08-01 23:48:00,sheenamontgomery@google.com,andradechase@company.com,Urgent: Verify your account,sign.zip,zip,pass,170.122.105.134
2025-08-01 23:51:00,natashaberry@paypal.com,williamscory@company.com,Team meeting update,wrong.pdf,pdf,pass,16.135.208.231
2025-08-01 23:54:00,connor27@micr0soft-support.net,kristapeters@company.com,Invoice attached,range.exe,exe,pass,171.233.29.95
2025-08-01 23:57:00,piercemelissa@outlook.com,rhondahurst@company.com,Invoice attached,,,pass,23.202.21.243
2025-08-02 00:00:00,ecooper@google.com,amandanichols@company.com,Important payroll document,,,pass,61.110.230.197
2025-08-02 00:03:00,curtishampton@paypal.com,urush@company.com,Important payroll document,,,pass,170.250.119.163
2025-08-02 00:06:00,scottbailey@goog1e-secure.net,bduncan@company.com,Urgent: Verify your account,option.xlsm,xlsm,pass,107.171.30.97
2025-08-02 00:09:00,wmartinez@micr0soft-support.net,brooke34@company.com,Team meeting update,above.zip,zip,fail,134.216.124.209
2025-08-02 00:12:00,fjohnson@outlook.com,wisemelinda@company.com,Urgent: Verify your account,response.xlsm,xlsm,pass,170.37.24.34
2025-08-02 00:15:00,phorne@goog1e-secure.net,uturner@company.com,Team meeting update,leg.xlsm,xlsm,pass,57.163.89.32
2025-08-02 00:18:00,edwinruiz@paypal.com,buchanankimberly@company.com,Urgent: Verify your account,likely.xlsm,xlsm,pass,1.190.226.250
2025-08-02 00:21:00,zarnold@micr0soft-support.net,sarah95@company.com,Important payroll document,identify.xlsm,xlsm,fail,76.42.116.37
2025-08-02 00:24:00,vfleming@paypa1.com,nancygarcia@company.com,Password reset request,rather.xlsm,xlsm,pass,60.97.94.46
2025-08-02 00:27:00,brent24@google.com,thompsonkelly@company.com,Important payroll document,,,pass,218.227.76.33
2025-08-02 00:30:00,travis47@yahoo.com,rachel70@company.com,Urgent: Verify your account,goal.zip,zip,pass,195.101.236.202
2025-08-02 00:33:00,michael45@goog1e-secure.net,mosessean@company.com,Team meeting update,,,pass,82.93.134.62
2025-08-02 00:36:00,dnguyen@micr0soft-support.net,harringtonangela@company.com,Urgent: Verify your account,issue.zip,zip,pass,111.241.39.204
2025-08-02 00:39:00,thomashuerta@outlook.com,vincent88@company.com,Urgent: Verify your account,,,pass,147.125.88.134
2025-08-02 00:42:00,daisy77@microsoft.com,larsonscott@company.com,Team meeting update,play.zip,zip,pass,78.204.100.21
2025-08-02 00:45:00,nweber@micr0soft-support.net,obrienphyllis@company.com,Password reset request,hear.exe,exe,fail,71.202.203.183
2025-08-02 00:48:00,qalexander@yahoo.com,thomas68@company.com,Team meeting update,,,pass,59.28.54.233
2025-08-02 00:51:00,betty76@microsoft.com,zdecker@company.com,Urgent: Verify your account,easy.pdf,pdf,pass,81.93.203.97
2025-08-02 00:54:00,ymoore@yahoo.com,mckinneylauren@company.com,Urgent: Verify your account,process.zip,zip,pass,48.248.49.81
2025-08-02 00:57:00,stevenmartinez@micr0soft-support.net,sierra26@company.com,Team meeting update,position.xlsm,xlsm,pass,159.147.161.170
